"REID","PIN","ADDRESS","LAND_CLASS","ASSESSED_VALUE_2024","VCS","ASSESSED_VALUE_2025","ASSESSED_VALUE_2021","ASSESSED_VALUE_2022","ASSESSED_VALUE_2023","ASSESSMENT_CHANGE","VCS_NEIGHBORHOOD","NEIGHBORHOOD","COUNTY","PRICE","SALE_DATE","SALE_YEAR","SALE_YEAR_ASSESSED_VALUE","SALES_RATIO"
"155810",739034661,"3633   RAWDON DR","RES/ 1-FAMILY",155446,"R739D - VLGS AT CORNWALLIS",298724,155446,155446,155446,92.1722012789007,"VLGS AT CORNWALLIS","","Durham County",288000,"2023-04-03",2023,155446,0.539743055555556
"155845",739042142,"3604   RAWDON DR","RES/ 1-FAMILY",162500,"R739D - VLGS AT CORNWALLIS",312407,163831,162500,162500,92.2504615384615,"VLGS AT CORNWALLIS","Lochside","Durham County",291000,"2022-05-10",2022,162500,0.558419243986254
"155847",739042022,"3610   RAWDON DR","RES/ 1-FAMILY",190103,"R739D - VLGS AT CORNWALLIS",357400,190103,190103,190103,88.0033455547782,"VLGS AT CORNWALLIS","Lochside","Durham County",360000,"2024-04-16",2024,190103,0.528063888888889
"155854",739032766,"3626   RAWDON DR","RES/ 1-FAMILY",171019,"R739D - VLGS AT CORNWALLIS",330983,171019,171019,171019,93.5358059630801,"VLGS AT CORNWALLIS","Lochside","Durham County",310000,"2022-04-27",2022,171019,0.551674193548387
"155857",739032537,"3632   RAWDON DR","RES/ 1-FAMILY",156990,"R739D - VLGS AT CORNWALLIS",288588,156990,156990,156990,83.8257213835276,"VLGS AT CORNWALLIS","Lochside","Durham County",284000,"2023-08-21",2023,156990,0.552781690140845
"155863",739047554,"3501   ABERCROMBY DR","RES/ 1-FAMILY",186718,"R739D - VLGS AT CORNWALLIS",333514,186718,186718,186718,78.6190940348547,"VLGS AT CORNWALLIS","Abercromby","Durham County",217000,"2021-02-09",2021,186718,0.860451612903226
"155868",739049415,"3507   ABERCROMBY DR","RES/ 1-FAMILY",203719,"R739D - VLGS AT CORNWALLIS",354317,182470,182470,203719,73.9243762241126,"VLGS AT CORNWALLIS","Abercromby","Durham County",320000,"2022-10-28",2022,182470,0.57021875
"155869",739049462,"3509   ABERCROMBY DR","RES/ 1-FAMILY",197672,"R739D - VLGS AT CORNWALLIS",367434,177231,197672,197672,85.8806507750213,"VLGS AT CORNWALLIS","Abercromby","Durham County",303500,"2021-10-08",2021,177231,0.583957166392092
"155872",739140246,"3515   ABERCROMBY DR","RES/ 1-FAMILY",184506,"R739D - VLGS AT CORNWALLIS",326686,184506,184506,184506,77.0598246127497,"VLGS AT CORNWALLIS","Abercromby","Durham County",260000,"2021-04-15",2021,184506,0.709638461538462
"155880",739140183,"3531   ABERCROMBY DR","RES/ 1-FAMILY",183847,"R739D - VLGS AT CORNWALLIS",371299,183847,183847,183847,101.960869636165,"VLGS AT CORNWALLIS","Abercromby","Durham County",375000,"2023-06-12",2023,183847,0.490258666666667
"155885",739141043,"3605   ABERCROMBY DR","RES/ 1-FAMILY",180227,"R739D - VLGS AT CORNWALLIS",372769,180227,180227,180227,106.833049432105,"VLGS AT CORNWALLIS","Abercromby","Durham County",387000,"2022-08-03",2022,180227,0.465702842377261
"155888",739132979,"3611   ABERCROMBY DR","RES/ 1-FAMILY",188376,"R739D - VLGS AT CORNWALLIS",356494,188376,188376,188376,89.2459761328407,"VLGS AT CORNWALLIS","Abercromby","Durham County",340000,"2023-12-19",2023,188376,0.554047058823529
"155891",739131887,"3617   ABERCROMBY DR","RES/ 1-FAMILY",169435,"R739D - VLGS AT CORNWALLIS",328551,169435,169435,169435,93.9097589045947,"VLGS AT CORNWALLIS","Abercromby","Durham County",298500,"2022-09-30",2022,169435,0.567621440536013
"155895",739130717,"3721   PHILLIPS WAY EAST","RES/ 1-FAMILY",202213,"R739D - VLGS AT CORNWALLIS",381433,202213,202213,202213,88.6293166116916,"VLGS AT CORNWALLIS","Abercromby","Durham County",375000,"2024-07-08",2024,202213,0.539234666666667
"155900",739132762,"3733   PHILLIPS WAY EAST","RES/ 1-FAMILY",174802,"R739D - VLGS AT CORNWALLIS",315734,174802,174802,174802,80.6237914897999,"VLGS AT CORNWALLIS","Abercromby","Durham County",315000,"2024-11-08",2024,174802,0.554926984126984
"155901",739132666,"3732   PHILLIPS WAY EAST","RES/ 1-FAMILY",193026,"R739D - VLGS AT CORNWALLIS",339426,193026,193026,193026,75.8447048584129,"VLGS AT CORNWALLIS","Abercromby","Durham County",230000,"2021-04-01",2021,193026,0.83924347826087
"155904",739131612,"3726   PHILLIPS WAY EAST","RES/ 1-FAMILY",173836,"R739D - VLGS AT CORNWALLIS",329657,173836,173836,173836,89.6367840953542,"VLGS AT CORNWALLIS","Abercromby","Durham County",335000,"2024-05-01",2024,173836,0.518913432835821
"155909",739048323,"3504   ABERCROMBY DR","RES/ 1-FAMILY",178993,"R739D - VLGS AT CORNWALLIS",320175,178993,178993,178993,78.8757102233048,"VLGS AT CORNWALLIS","Abercromby","Durham County",301000,"2022-02-02",2022,178993,0.594661129568106
"155917",739047028,"3526   ABERCROMBY DR","RES/ 1-FAMILY",180288,"R739D - VLGS AT CORNWALLIS",345067,180288,180288,180288,91.3976526446574,"VLGS AT CORNWALLIS","Abercromby","Durham County",307500,"2023-11-03",2023,180288,0.58630243902439
"155925",739036989,"3608   ABERCROMBY DR","RES/ 1-FAMILY",185679,"R739D - VLGS AT CORNWALLIS",334105,185679,185679,185679,79.9368803149521,"VLGS AT CORNWALLIS","Abercromby","Durham County",287000,"2021-07-27",2021,185679,0.646965156794425
"155928",739036875,"3614   ABERCROMBY DR","RES/ 1-FAMILY",188592,"R739D - VLGS AT CORNWALLIS",337438,188592,188592,188592,78.9248748621362,"VLGS AT CORNWALLIS","Abercromby","Durham County",317000,"2023-01-25",2023,188592,0.594927444794953
"155929",739037845,"3616   ABERCROMBY DR","RES/ 1-FAMILY",166138,"R739D - VLGS AT CORNWALLIS",300253,166138,166138,166138,80.725059889971,"VLGS AT CORNWALLIS","Abercromby","Durham County",287000,"2021-08-23",2021,166138,0.578878048780488
"155936",739036786,"3711   PHILLIPS WAY WEST","RES/ 1-FAMILY",188674,"R739D - VLGS AT CORNWALLIS",363570,188674,188674,188674,92.6974569893043,"VLGS AT CORNWALLIS","Abercromby","Durham County",342000,"2022-01-10",2022,188674,0.551678362573099
"156149",739131120,"1215   ODYSSEY DR","RES/ 1-FAMILY",186000,"R739D - VLGS AT CORNWALLIS",368747,186000,186000,186000,98.2510752688172,"VLGS AT CORNWALLIS","Abercromby","Durham County",350000,"2022-05-09",2022,186000,0.531428571428571
"156154",739039334,"3807   ABERCROMBY DR","RES/ 1-FAMILY",193270,"R739D - VLGS AT CORNWALLIS",419921,193270,193270,193270,117.271692450975,"VLGS AT CORNWALLIS","Abercromby","Durham County",432000,"2024-04-09",2024,193270,0.447384259259259
"156161",739132255,"3717   BIRMI DR","RES/ 1-FAMILY",228703,"R739D - VLGS AT CORNWALLIS",453219,228703,228703,228703,98.1692413304592,"VLGS AT CORNWALLIS","Abercromby","Durham County",450000,"2022-09-26",2022,228703,0.508228888888889
"156162",739132353,"3715   BIRMI DR","RES/ 1-FAMILY",196862,"R739D - VLGS AT CORNWALLIS",401642,196862,196862,196862,104.02210685658,"VLGS AT CORNWALLIS","Abercromby","Durham County",410000,"2023-07-25",2023,196862,0.480151219512195
"156164",739132446,"3711   BIRMI DR","RES/ 1-FAMILY",201484,"R739D - VLGS AT CORNWALLIS",406688,201484,201484,201484,101.846300450656,"VLGS AT CORNWALLIS","Abercromby","Durham County",420000,"2023-05-24",2023,201484,0.47972380952381
"156167",739130591,"3705   BIRMI DR","RES/ 1-FAMILY",199602,"R739D - VLGS AT CORNWALLIS",382645,199602,199602,199602,91.7039909419745,"VLGS AT CORNWALLIS","Abercromby","Durham County",404000,"2022-06-23",2022,199602,0.494064356435644
"156182",739034375,"3615   SANA CT","RES/ 1-FAMILY",199171,"R739D - VLGS AT CORNWALLIS",381636,199171,199171,199171,91.6122327045604,"VLGS AT CORNWALLIS","","Durham County",380000,"2022-05-26",2022,199171,0.524134210526316
"156187",739032235,"3604   SANA CT","RES/ 1-FAMILY",201169,"R739D - VLGS AT CORNWALLIS",423521,201169,201169,201169,110.529952428058,"VLGS AT CORNWALLIS","","Durham County",425000,"2024-09-18",2024,201169,0.473338823529412
"156190",739034204,"3610   SANA CT","RES/ 1-FAMILY",183536,"R739D - VLGS AT CORNWALLIS",326377,183536,183536,183536,77.8272382529858,"VLGS AT CORNWALLIS","","Durham County",270000,"2021-04-23",2021,183536,0.679762962962963
"156208",739037054,"3704   RANBIR DR","RES/ 1-FAMILY",169857,"R739D - VLGS AT CORNWALLIS",302699,169857,169857,169857,78.2081397881748,"VLGS AT CORNWALLIS","","Durham County",260000,"2021-09-24",2021,169857,0.653296153846154
"156210",739036074,"3634   RANBIR DR","RES/ 1-FAMILY",178393,"R739D - VLGS AT CORNWALLIS",315379,178393,178393,178393,76.7888874563464,"VLGS AT CORNWALLIS","","Durham County",275000,"2021-06-17",2021,178393,0.648701818181818
"156213",739035044,"3628   RANBIR DR","RES/ 1-FAMILY",187384,"R739D - VLGS AT CORNWALLIS",326637,187384,187384,187384,74.3142424113051,"VLGS AT CORNWALLIS","","Durham County",275000,"2021-11-12",2021,187384,0.681396363636364
"156221",739154723,"2   YORKFIELD CT","RES/ 1-FAMILY",179333,"R739A - RESIDENTIAL",368362,179333,179333,179333,105.406701499445,"RESIDENTIAL","","Durham County",281000,"2021-09-22",2021,179333,0.638195729537367
"156223",739153862,"6   YORKFIELD CT","RES/ 1-FAMILY",192404,"R739A - RESIDENTIAL",407857,192404,192404,192404,111.979480676077,"RESIDENTIAL","","Durham County",299000,"2021-08-19",2021,192404,0.643491638795987
"156244",739069110,"31   YORKFIELD CT","RES/ 1-FAMILY",178456,"R739A - RESIDENTIAL",366957,178456,178456,178456,105.628838481194,"RESIDENTIAL","","Durham County",350000,"2024-09-04",2024,178456,0.509874285714286
"156245",739069046,"29   YORKFIELD CT","RES/ 1-FAMILY",193468,"R739A - RESIDENTIAL",404023,193468,193468,193468,108.831951537205,"RESIDENTIAL","","Durham County",405000,"2024-09-19",2024,193468,0.477698765432099
"156246",739069072,"25   YORKFIELD CT","RES/ 1-FAMILY",175740,"R739A - RESIDENTIAL",366620,175740,175740,175740,108.614999430978,"RESIDENTIAL","","Durham County",310000,"2022-07-28",2022,175740,0.566903225806452
"156252",739151768,"11   YORKFIELD CT","RES/ 1-FAMILY",180377,"R739A - RESIDENTIAL",373931,180377,180377,180377,107.305255104587,"RESIDENTIAL","","Durham County",315000,"2022-11-18",2022,180377,0.572625396825397
"156255",739152643,"3   YORKFIELD CT","RES/ 1-FAMILY",192277,"R739A - RESIDENTIAL",413695,192277,192277,192277,115.155738855921,"RESIDENTIAL","","Durham County",340500,"2022-01-25",2022,192277,0.564690161527166
"156265",739576740,"1913   SO HI DR","RES/ 1-FAMILY",189526,"R739B - RESIDENTIAL",242716,189526,189526,189526,28.0647510104155,"RESIDENTIAL","","Durham County",240000,"2024-02-06",2024,189526,0.789691666666667
"156266",739576574,"1919   SO HI DR","RES/ 1-FAMILY",171499,"R739B - RESIDENTIAL",377720,171499,171499,171499,120.246182193482,"RESIDENTIAL","","Durham County",310000,"2021-08-26",2021,171499,0.553222580645161
"156282",739670791,"2815   ENFIELD DR","RES/ 1-FAMILY",149121,"R739B - RESIDENTIAL",358695,149121,149121,149121,140.539561832337,"RESIDENTIAL","","Durham County",280000,"2022-01-26",2022,149121,0.532575
"156297",739575215,"2002   SO HI DR","RES/ 1-FAMILY",213010,"R739B - RESIDENTIAL",454016,213010,213010,213010,113.143044927468,"RESIDENTIAL","","Durham County",340000,"2021-03-02",2021,213010,0.6265
"156315",739573223,"2112   EASTWOOD DR","RES/ 1-FAMILY",181683,"R739B - RESIDENTIAL",321459,181683,181683,181683,76.9340004293192,"RESIDENTIAL","","Durham County",265000,"2024-02-22",2024,181683,0.685596226415094
"156347",739570298,"2117   EASTWOOD DR","RES/ 1-FAMILY",167686,"R739B - RESIDENTIAL",288423,167686,167686,167686,72.0018367663371,"RESIDENTIAL","","Durham County",192000,"2022-05-23",2022,167686,0.873364583333333
"156369",739473182,"3302 7 S ALSTON AVE","RES/ 1-FAMILY",307277,"R739B - RESIDENTIAL",467485,307277,307277,307277,52.1379732293663,"RESIDENTIAL","","Durham County",415000,"2024-08-14",2024,307277,0.740426506024096
"156373",739474785,"3124  S ALSTON AVE","RES/ 1-FAMILY",177670,"R739B - RESIDENTIAL",363056,177670,177670,177670,104.342882872742,"RESIDENTIAL","","Durham County",351000,"2022-06-21",2022,177670,0.506182336182336
"156379",739486577,"2642  S ALSTON AVE","RES/ 1-FAMILY",131758,"R739B - RESIDENTIAL",287966,131758,131758,131758,118.556747977352,"RESIDENTIAL","","Durham County",180000,"2021-09-14",2021,131758,0.731988888888889
"156387",739471845,"149   OAKMONT AVE","RES/ 1-FAMILY",151555,"R739B - RESIDENTIAL",267488,151555,151555,151555,76.4956616409884,"RESIDENTIAL","","Durham County",270000,"2024-05-03",2024,151555,0.561314814814815
"156389",739482049,"141   OAKMONT AVE","RES/ 1-FAMILY",159671,"R739B - RESIDENTIAL",392824,159671,159671,159671,146.020880435395,"RESIDENTIAL","","Durham County",332500,"2021-10-11",2021,159671,0.480213533834586
"156396",739388527,"113   OAKMONT AVE","RES/ 1-FAMILY",204851,"R739B - RESIDENTIAL",305797,204851,204851,204851,49.2777677433842,"RESIDENTIAL","","Durham County",260000,"2024-01-11",2024,204851,0.787888461538462
"156404",739378695,"117   CASTLEROCK DR","RES/ 1-FAMILY",201953,"R739B - RESIDENTIAL",441934,201953,201953,201953,118.830123840696,"RESIDENTIAL","","Durham County",270000,"2021-03-22",2021,201953,0.747974074074074
"156441",739365627,"3015   NC 55 HWY","RES/ 1-FAMILY",192561,"R739B - RESIDENTIAL",389509,192561,192561,192561,102.278239103453,"RESIDENTIAL","","Durham County",330000,"2023-12-01",2023,192561,0.583518181818182
"156446",739368420,"3105   DELCHESTER CT","RES/ 1-FAMILY",178387,"R739B - RESIDENTIAL",346746,178387,178387,178387,94.3785141293928,"RESIDENTIAL","","Durham County",240000,"2021-06-08",2021,178387,0.743279166666667
"156474",739478965,"3117  S ALSTON AVE","RES/ 1-FAMILY",229468,"R739B - RESIDENTIAL",526196,167915,167915,167915,129.311276517859,"RESIDENTIAL","","Durham County",560000,"2022-02-10",2022,167915,0.299848214285714
"156501",739489516,"2641  S ALSTON AVE","RES/ 1-FAMILY",161016,"R739B - RESIDENTIAL",330007,169056,161016,161016,104.952923933025,"RESIDENTIAL","","Durham County",180000,"2021-10-04",2021,169056,0.9392
"156518",739594603,"1824   RUSTICA DR","RES/ 1-FAMILY",287431,"R830D - RUSTIC OAKS",350940,254694,287431,287431,22.0953898500858,"RUSTIC OAKS","Rustica Oaks","Durham County",289000,"2021-01-12",2021,254694,0.881294117647059
"156543",739486697,"2638  S ALSTON AVE","RES/ 1-FAMILY",228099,"R739B - RESIDENTIAL",398976,212578,212578,212578,74.9135243907251,"RESIDENTIAL","","Durham County",320000,"2022-04-19",2022,212578,0.66430625
"156544",739486799,"2634  S ALSTON AVE","RES/ 1-FAMILY",109500,"R739B - RESIDENTIAL",258611,109500,109500,109500,136.174429223744,"RESIDENTIAL","","Durham County",1e+05,"2022-08-19",2022,109500,1.095
"156547",739497030,"2624  S ALSTON AVE","RES/ 1-FAMILY",101192,"R739B - RESIDENTIAL",229852,101192,101192,101192,127.144438295517,"RESIDENTIAL","","Durham County",155000,"2022-10-18",2022,101192,0.652851612903226
"156613",830461823,"1315   BACON ST","RES/ 1-FAMILY",115755,"R830F - ALSON AND NIXON",218525,115755,115755,115755,88.7823420154637,"ALSON AND NIXON","Unity Village","Durham County",269000,"2022-01-03",2022,115755,0.430315985130112
"156615",830461790,"1401   BACON ST","RES/ 1-FAMILY",132412,"R830F - ALSON AND NIXON",238120,132412,132412,132412,79.8326435670483,"ALSON AND NIXON","Unity Village","Durham County",231000,"2024-03-01",2024,132412,0.573212121212121
"156623",830466363,"1505   BACON ST","RES/ 1-FAMILY",140124,"R830F - ALSON AND NIXON",273428,115588,115588,115588,95.1328823042448,"ALSON AND NIXON","Unity Village","Durham County",287000,"2023-08-02",2023,115588,0.402745644599303
"156654",830466028,"1508   BACON ST","RES/ 1-FAMILY",120292,"R830F - ALSON AND NIXON",234423,120292,120292,120292,94.8782961460446,"ALSON AND NIXON","Unity Village","Durham County",2e+05,"2023-02-16",2023,120292,0.60146
"156657",830456935,"1508   LANTERN PL","RES/ 1-FAMILY",127178,"R830F - ALSON AND NIXON",302313,127178,127178,127178,137.70856594694,"ALSON AND NIXON","Unity Village","Durham County",291300,"2024-04-18",2024,127178,0.436587710264332
"156660",830454759,"1518   LANTERN PL","RES/ 1-FAMILY",136880,"R830F - ALSON AND NIXON",258644,136880,136880,136880,88.9567504383402,"ALSON AND NIXON","Unity Village","Durham County",217000,"2021-04-06",2021,136880,0.630783410138249
"156707",830459705,"1513   POMONA DR","RES/ 1-FAMILY",132403,"R830F - ALSON AND NIXON",250392,132403,132403,132403,89.1135397234202,"ALSON AND NIXON","Unity Village","Durham County",264500,"2021-06-08",2021,132403,0.500578449905482
"156845",830626358,"1905   EDGERTON DR","RES/ 1-FAMILY",299340,"R739B - RESIDENTIAL",571690,34226,299340,299340,90.9834970267923,"RESIDENTIAL","","Durham County",485000,"2021-12-21",2021,34226,0.0705690721649485
"156846",830627308,"1907   EDGERTON DR","RES/ 1-FAMILY",298500,"R739B - RESIDENTIAL",570563,25820,298500,298500,91.1433835845896,"RESIDENTIAL","","Durham County",505000,"2022-02-09",2022,298500,0.591089108910891
"156847",830627357,"1909   EDGERTON DR","RES/ 1-FAMILY",311840,"R739B - RESIDENTIAL",536352,35114,294983,294983,71.9958953309389,"RESIDENTIAL","","Durham County",535000,"2024-08-09",2024,311840,0.582878504672897
"156851",830629364,"1917   EDGERTON DR","RES/ 1-FAMILY",200982,"R739B - RESIDENTIAL",421099,155038,155038,200982,109.520753102268,"RESIDENTIAL","","Durham County",420000,"2024-12-06",2024,200982,0.478528571428571
"156855",830723294,"1314   ED COOK RD","RES/ 1-FAMILY",186203,"R739B - RESIDENTIAL",341564,186203,186203,186203,83.4363570941392,"RESIDENTIAL","","Durham County",250000,"2021-02-12",2021,186203,0.744812
"156859",830723597,"1306   ED COOK RD","RES/ 1-FAMILY",136580,"R739B - RESIDENTIAL",220060,136580,136580,136580,61.1216869234149,"RESIDENTIAL","","Durham County",225000,"2023-08-01",2023,136580,0.607022222222222
"156867",830734452,"1206   ELLIS RD","RES/ 1-FAMILY",170785,"R739B - RESIDENTIAL",304430,170785,170785,170785,78.2533594870744,"RESIDENTIAL","","Durham County",220000,"2023-01-17",2023,170785,0.776295454545455
"156871",830734521,"1202   ELLIS RD","RES/ 1-FAMILY",165991,"R739B - RESIDENTIAL",275729,165991,165991,165991,66.1108132368622,"RESIDENTIAL","","Durham County",2e+05,"2023-02-08",2023,165991,0.829955
"156886",830713950,"1408   ED COOK RD","RES/ 1-FAMILY",230531,"R739B - RESIDENTIAL",536847,209094,209094,209094,132.874103699719,"RESIDENTIAL","","Durham County",510000,"2023-12-29",2023,209094,0.409988235294118
"156889",830722034,"1926   EDGERTON DR","RES/ 1-FAMILY",239628,"R739B - RESIDENTIAL",449998,239628,239628,239628,87.7902415410553,"RESIDENTIAL","","Durham County",440000,"2024-08-30",2024,239628,0.544609090909091
"156894",830626036,"1904   EDGERTON DR","RES/ 1-FAMILY",218790,"R739B - RESIDENTIAL",401959,218790,218790,218790,83.7190913661502,"RESIDENTIAL","","Durham County",236000,"2021-03-15",2021,218790,0.927076271186441
"156918",830716753,"1413   ED COOK RD","RES/ 1-FAMILY",185202,"R739B - RESIDENTIAL",388460,185202,185202,185202,109.749354758588,"RESIDENTIAL","","Durham County",326000,"2022-04-25",2022,185202,0.568104294478528
"156928",830728045,"1324   ELLIS RD","RES/ 1-FAMILY",161142,"R739B - RESIDENTIAL",347759,151635,137265,161142,115.809037991337,"RESIDENTIAL","","Durham County",289000,"2022-01-28",2022,137265,0.474965397923875
"156940",830910584,"2303   SOUTHERN DR","RES/ 1-FAMILY",156932,"R739B - RESIDENTIAL",292772,156932,156932,156932,86.5597838554278,"RESIDENTIAL","","Durham County",94500,"2021-05-04",2021,156932,1.66065608465608
"156944",830818315,"2212   SOUTHERN DR","RES/ 1-FAMILY",175289,"R739B - RESIDENTIAL",374907,175289,175289,175289,113.87936493448,"RESIDENTIAL","","Durham County",350000,"2022-05-20",2022,175289,0.500825714285714
"156954",830704415,"2015   HICKORY NUT DR","RES/ 1-FAMILY",249143,"R739B - RESIDENTIAL",478885,249143,249143,249143,92.2129058412237,"RESIDENTIAL","","Durham County",345500,"2021-01-21",2021,249143,0.721108538350217
"156956",830706413,"2021   HICKORY NUT DR","RES/ 1-FAMILY",251754,"R739B - RESIDENTIAL",482446,251754,251754,251754,91.6338965815836,"RESIDENTIAL","","Durham County",325000,"2021-01-07",2021,251754,0.774627692307692
"156964",830700228,"1603   ED COOK RD","RES/ 1-FAMILY",133032,"R739B - RESIDENTIAL",319263,133032,133032,133032,139.989626556017,"RESIDENTIAL","","Durham County",215000,"2021-03-16",2021,133032,0.618753488372093
